country,countryCode,date,dailyVaccinationNumber
Afghanistan,AFG,1/1/2022,16935
Afghanistan,AFG,1/2/2022,17269
Afghanistan,AFG,1/3/2022,17604
Afghanistan,AFG,1/4/2022,17604
Afghanistan,AFG,1/5/2022,17604
Afghanistan,AFG,1/6/2022,17604
Afghanistan,AFG,1/7/2022,17604
Afghanistan,AFG,1/8/2022,17604
Afghanistan,AFG,1/9/2022,17604
Afghanistan,AFG,1/10/2022,16642
Afghanistan,AFG,1/11/2022,15680
Afghanistan,AFG,1/12/2022,15287
Afghanistan,AFG,1/13/2022,14893
Afghanistan,AFG,1/14/2022,13458
Afghanistan,AFG,1/15/2022,12023
Afghanistan,AFG,1/16/2022,10588
Afghanistan,AFG,1/17/2022,10115
Afghanistan,AFG,1/18/2022,9920
Afghanistan,AFG,1/19/2022,9156
Afghanistan,AFG,1/20/2022,8235
Afghanistan,AFG,1/21/2022,8355
Afghanistan,AFG,1/22/2022,8475
Afghanistan,AFG,1/23/2022,8595
Afghanistan,AFG,1/24/2022,8715
Afghanistan,AFG,1/25/2022,9368
Afghanistan,AFG,1/26/2022,10021
Afghanistan,AFG,1/27/2022,9802
Afghanistan,AFG,1/28/2022,10176
Afghanistan,AFG,1/29/2022,10550
Afghanistan,AFG,1/30/2022,10925
Afghanistan,AFG,1/31/2022,11299
Afghanistan,AFG,2/1/2022,11228
Afghanistan,AFG,2/2/2022,11157
Afghanistan,AFG,2/3/2022,12025
Afghanistan,AFG,2/4/2022,12299
Afghanistan,AFG,2/5/2022,12573
Afghanistan,AFG,2/6/2022,12847
Afghanistan,AFG,2/7/2022,13122
Afghanistan,AFG,2/8/2022,13311
Afghanistan,AFG,2/9/2022,13501
Afghanistan,AFG,2/10/2022,13781
Afghanistan,AFG,2/11/2022,14061
Afghanistan,AFG,2/12/2022,14341
Afghanistan,AFG,2/13/2022,14621
Afghanistan,AFG,2/14/2022,14901
Afghanistan,AFG,2/15/2022,14939
Afghanistan,AFG,2/16/2022,14977
Afghanistan,AFG,2/17/2022,15015
Afghanistan,AFG,2/18/2022,15053
Afghanistan,AFG,2/19/2022,15091
Afghanistan,AFG,2/20/2022,15129
Afghanistan,AFG,2/21/2022,15509
Afghanistan,AFG,2/22/2022,15852
Afghanistan,AFG,2/23/2022,16194
Afghanistan,AFG,2/24/2022,16536
Afghanistan,AFG,2/25/2022,16879
Afghanistan,AFG,2/26/2022,17221
Afghanistan,AFG,2/27/2022,17564
Afghanistan,AFG,2/28/2022,16317
Afghanistan,AFG,3/1/2022,15071
Afghanistan,AFG,3/2/2022,13825
Afghanistan,AFG,3/3/2022,12578
Afghanistan,AFG,3/4/2022,11332
Afghanistan,AFG,3/5/2022,10086
Afghanistan,AFG,3/6/2022,8839
Afghanistan,AFG,3/7/2022,9317
Afghanistan,AFG,3/8/2022,9795
Afghanistan,AFG,3/9/2022,10273
Afghanistan,AFG,3/10/2022,10750
Afghanistan,AFG,3/11/2022,11228
Afghanistan,AFG,3/12/2022,11706
Afghanistan,AFG,3/13/2022,12183
Afghanistan,AFG,3/14/2022,12183
Afghanistan,AFG,3/15/2022,12183
Afghanistan,AFG,3/16/2022,12183
Afghanistan,AFG,3/17/2022,12183
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Albania,ALB,1/1/2022,5843
Albania,ALB,1/2/2022,5785
Albania,ALB,1/3/2022,5727
Albania,ALB,1/4/2022,5669
Albania,ALB,1/5/2022,6471
Albania,ALB,1/6/2022,7120
Albania,ALB,1/7/2022,7769
Albania,ALB,1/8/2022,8418
Albania,ALB,1/9/2022,8502
Albania,ALB,1/10/2022,8587
Albania,ALB,1/11/2022,9063
Albania,ALB,1/12/2022,8233
Albania,ALB,1/13/2022,7556
Albania,ALB,1/14/2022,6879
Albania,ALB,1/15/2022,6202
Albania,ALB,1/16/2022,6089
Albania,ALB,1/17/2022,5976
Albania,ALB,1/18/2022,5471
Albania,ALB,1/19/2022,5471
Albania,ALB,1/20/2022,5471
Albania,ALB,1/21/2022,5471
Albania,ALB,1/22/2022,5471
Albania,ALB,1/23/2022,5471
Albania,ALB,1/24/2022,5471
Albania,ALB,1/25/2022,5471
Albania,ALB,1/26/2022,5471
Albania,ALB,1/27/2022,5471
Albania,ALB,1/28/2022,5471
Albania,ALB,1/29/2022,5471
Albania,ALB,1/30/2022,5471
Albania,ALB,1/31/2022,11055
Albania,ALB,2/1/2022,16639
Albania,ALB,2/2/2022,16474
Albania,ALB,2/3/2022,16309
Albania,ALB,2/4/2022,16144
Albania,ALB,2/5/2022,15979
Albania,ALB,2/6/2022,15813
Albania,ALB,2/7/2022,10183
Albania,ALB,2/8/2022,4348
Albania,ALB,2/9/2022,4263
Albania,ALB,2/10/2022,4178
Albania,ALB,2/11/2022,4093
Albania,ALB,2/12/2022,4008
Albania,ALB,2/13/2022,3923
Albania,ALB,2/14/2022,3754
Albania,ALB,2/15/2022,3779
Albania,ALB,2/16/2022,3746
Albania,ALB,2/17/2022,3591
Albania,ALB,2/18/2022,3436
Albania,ALB,2/19/2022,3280
Albania,ALB,2/20/2022,3125
Albania,ALB,2/21/2022,2945
Albania,ALB,2/22/2022,2775
Albania,ALB,2/23/2022,2663
Albania,ALB,2/24/2022,2673
Albania,ALB,2/25/2022,2683
Albania,ALB,2/26/2022,2693
Albania,ALB,2/27/2022,2703
Albania,ALB,2/28/2022,2741
Albania,ALB,3/1/2022,2779
Albania,ALB,3/2/2022,2740
Albania,ALB,3/3/2022,2700
Albania,ALB,3/4/2022,2661
Albania,ALB,3/5/2022,2622
Albania,ALB,3/6/2022,2583
Albania,ALB,3/7/2022,2506
Albania,ALB,3/8/2022,2407
Albania,ALB,3/9/2022,2385
Albania,ALB,3/10/2022,2363
Albania,ALB,3/11/2022,2207
Albania,ALB,3/12/2022,2051
Albania,ALB,3/13/2022,1895
Albania,ALB,3/14/2022,1739
Albania,ALB,3/15/2022,1777
Algeria,DZA,1/1/2022,22589
Algeria,DZA,1/2/2022,22589
Algeria,DZA,1/3/2022,22589
Algeria,DZA,1/4/2022,22589
Algeria,DZA,1/5/2022,22589
Algeria,DZA,1/6/2022,22589
Algeria,DZA,1/7/2022,22589
Algeria,DZA,1/8/2022,22589
Algeria,DZA,1/9/2022,22589
Algeria,DZA,1/10/2022,21679
Algeria,DZA,1/11/2022,20770
Algeria,DZA,1/12/2022,19860
Algeria,DZA,1/13/2022,18951
Algeria,DZA,1/14/2022,18041
Algeria,DZA,1/15/2022,17131
Algeria,DZA,1/16/2022,16222
Algeria,DZA,1/17/2022,16222
Algeria,DZA,1/18/2022,16222
Algeria,DZA,1/19/2022,16222
Algeria,DZA,1/20/2022,16222
Algeria,DZA,1/21/2022,16222
Algeria,DZA,1/22/2022,16222
Algeria,DZA,1/23/2022,16222
Algeria,DZA,1/24/2022,16222
Algeria,DZA,1/25/2022,16222
Algeria,DZA,1/26/2022,16222
Algeria,DZA,1/27/2022,16222
Algeria,DZA,1/28/2022,16222
Algeria,DZA,1/29/2022,16222
Algeria,DZA,1/30/2022,16222
Algeria,DZA,1/31/2022,16222
Algeria,DZA,2/1/2022,16222
Algeria,DZA,2/2/2022,16222
Algeria,DZA,2/3/2022,16222
Algeria,DZA,2/4/2022,16222
Algeria,DZA,2/5/2022,16222
Algeria,DZA,2/6/2022,16222
Algeria,DZA,2/7/2022,16222
Algeria,DZA,2/8/2022,16222
Algeria,DZA,2/9/2022,15934
Algeria,DZA,2/10/2022,15646
Algeria,DZA,2/11/2022,15358
Algeria,DZA,2/12/2022,15070
Algeria,DZA,2/13/2022,14783
Algeria,DZA,2/14/2022,14495
Algeria,DZA,2/15/2022,14207
Algeria,DZA,2/16/2022,14207
Algeria,DZA,2/17/2022,14207
Algeria,DZA,2/18/2022,14207
Algeria,DZA,2/19/2022,14207
Algeria,DZA,2/20/2022,14207
Algeria,DZA,2/21/2022,12793
Algeria,DZA,2/22/2022,11378
Algeria,DZA,2/23/2022,9964
Algeria,DZA,2/24/2022,8550
Algeria,DZA,2/25/2022,7135
Algeria,DZA,2/26/2022,5721
Algeria,DZA,2/27/2022,4307
Algeria,DZA,2/28/2022,4307
Algeria,DZA,3/1/2022,4307
Algeria,DZA,3/2/2022,4307
Algeria,DZA,3/3/2022,4307
Algeria,DZA,3/4/2022,4307
Algeria,DZA,3/5/2022,4307
Algeria,DZA,3/6/2022,4307
Algeria,DZA,3/7/2022,4307
Algeria,DZA,3/8/2022,4307
Algeria,DZA,3/9/2022,4307
Algeria,DZA,3/10/2022,
Algeria,DZA,3/17/2022,
Andorra,AND,1/1/2022,758
Andorra,AND,1/2/2022,865
Andorra,AND,1/3/2022,865
Andorra,AND,1/4/2022,865
Andorra,AND,1/5/2022,865
Andorra,AND,1/6/2022,865
Andorra,AND,1/7/2022,865
Andorra,AND,1/8/2022,865
Andorra,AND,1/9/2022,865
Andorra,AND,1/10/2022,865
Andorra,AND,1/11/2022,865
Andorra,AND,1/12/2022,865
Andorra,AND,1/13/2022,865
Andorra,AND,1/14/2022,865
Andorra,AND,1/15/2022,865
Andorra,AND,1/16/2022,865
Andorra,AND,1/17/2022,839
Andorra,AND,1/18/2022,813
Andorra,AND,1/19/2022,787
Andorra,AND,1/20/2022,760
Andorra,AND,1/21/2022,734
Andorra,AND,1/22/2022,708
Andorra,AND,1/23/2022,682
Andorra,AND,1/24/2022,602
Andorra,AND,1/25/2022,523
Andorra,AND,1/26/2022,444
Andorra,AND,1/27/2022,364
Andorra,AND,1/28/2022,285
Andorra,AND,1/29/2022,206
Andorra,AND,1/30/2022,126
Andorra,AND,1/31/2022,126
Andorra,AND,2/1/2022,126
Andorra,AND,2/2/2022,126
Andorra,AND,2/3/2022,126
Andorra,AND,2/4/2022,126
Andorra,AND,2/5/2022,126
Andorra,AND,2/6/2022,126
Andorra,AND,2/7/2022,118
Andorra,AND,2/8/2022,109
Andorra,AND,2/9/2022,100
Andorra,AND,2/10/2022,92
Andorra,AND,2/11/2022,83
Andorra,AND,2/12/2022,74
Andorra,AND,2/13/2022,65
Andorra,AND,2/14/2022,237
Andorra,AND,2/15/2022,409
Andorra,AND,2/16/2022,580
Andorra,AND,2/17/2022,752
Andorra,AND,2/18/2022,923
Andorra,AND,2/19/2022,1095
Andorra,AND,2/20/2022,1266
Angola,AGO,1/1/2022,53366
Angola,AGO,1/2/2022,47890
Angola,AGO,1/3/2022,42414
Angola,AGO,1/4/2022,36937
Angola,AGO,1/5/2022,31461
Angola,AGO,1/6/2022,25985
Angola,AGO,1/7/2022,43905
Angola,AGO,1/8/2022,61825
Angola,AGO,1/9/2022,68018
Angola,AGO,1/10/2022,74210
Angola,AGO,1/11/2022,80403
Angola,AGO,1/12/2022,86596
Angola,AGO,1/13/2022,105234
Angola,AGO,1/14/2022,105952
Angola,AGO,1/15/2022,104233
Angola,AGO,1/16/2022,114241
Angola,AGO,1/17/2022,124250
Angola,AGO,1/18/2022,134258
Angola,AGO,1/19/2022,144266
Angola,AGO,1/20/2022,141829
Angola,AGO,1/21/2022,139392
Angola,AGO,1/22/2022,139392
Angola,AGO,1/23/2022,139392
Angola,AGO,1/24/2022,137872
Angola,AGO,1/25/2022,136353
Angola,AGO,1/26/2022,134833
Angola,AGO,1/27/2022,133314
Angola,AGO,1/28/2022,131795
Angola,AGO,1/29/2022,124771
Angola,AGO,1/30/2022,117747
Angola,AGO,1/31/2022,112242
Angola,AGO,2/1/2022,106738
Angola,AGO,2/2/2022,101233
Angola,AGO,2/3/2022,92346
Angola,AGO,2/4/2022,83460
Angola,AGO,2/5/2022,80077
Angola,AGO,2/6/2022,76695
Angola,AGO,2/7/2022,73312
Angola,AGO,2/8/2022,69930
Angola,AGO,2/9/2022,66547
Angola,AGO,2/10/2022,66485
Angola,AGO,2/11/2022,66423
Angola,AGO,2/12/2022,66361
Angola,AGO,2/13/2022,66299
Angola,AGO,2/14/2022,66237
Angola,AGO,2/15/2022,66175
Angola,AGO,2/16/2022,63965
Angola,AGO,2/17/2022,61817
Angola,AGO,2/18/2022,59669
Angola,AGO,2/19/2022,57521
Angola,AGO,2/20/2022,55373
Angola,AGO,2/21/2022,53225
Angola,AGO,2/22/2022,51077
Angola,AGO,2/23/2022,50451
Angola,AGO,2/24/2022,49825
Angola,AGO,2/25/2022,49199
Angola,AGO,2/26/2022,48573
Angola,AGO,2/27/2022,47947
Angola,AGO,2/28/2022,47321
Angola,AGO,3/1/2022,46695
Angola,AGO,3/2/2022,46695
Angola,AGO,3/3/2022,45192
Angola,AGO,3/4/2022,43688
Angola,AGO,3/5/2022,42185
Angola,AGO,3/6/2022,40682
Angola,AGO,3/7/2022,39178
Angola,AGO,3/8/2022,37675
Angola,AGO,3/10/2022,
Angola,AGO,3/17/2022,
Anguilla,AIA,1/1/2022,21
Anguilla,AIA,1/2/2022,21
Anguilla,AIA,1/3/2022,21
Anguilla,AIA,1/4/2022,21
Anguilla,AIA,1/5/2022,21
Anguilla,AIA,1/6/2022,21
Anguilla,AIA,1/7/2022,21
Anguilla,AIA,1/8/2022,21
Anguilla,AIA,1/9/2022,21
Anguilla,AIA,1/10/2022,21
Anguilla,AIA,1/11/2022,21
Anguilla,AIA,1/12/2022,21
Anguilla,AIA,1/13/2022,21
Anguilla,AIA,1/14/2022,21
Anguilla,AIA,1/15/2022,22
Anguilla,AIA,1/16/2022,23
Anguilla,AIA,1/17/2022,25
Anguilla,AIA,1/18/2022,26
Anguilla,AIA,1/19/2022,27
Anguilla,AIA,1/20/2022,29
Anguilla,AIA,1/21/2022,30
Anguilla,AIA,1/22/2022,30
Anguilla,AIA,1/23/2022,29
Anguilla,AIA,1/24/2022,29
Anguilla,AIA,1/25/2022,29
Anguilla,AIA,1/26/2022,28
Anguilla,AIA,1/27/2022,28
Anguilla,AIA,1/28/2022,28
Anguilla,AIA,1/29/2022,28
Anguilla,AIA,1/30/2022,29
Anguilla,AIA,1/31/2022,30
Anguilla,AIA,2/1/2022,30
Anguilla,AIA,2/2/2022,31
Anguilla,AIA,2/3/2022,31
Anguilla,AIA,2/4/2022,30
Anguilla,AIA,2/5/2022,29
Anguilla,AIA,2/6/2022,28
Anguilla,AIA,2/7/2022,27
Anguilla,AIA,2/8/2022,26
Anguilla,AIA,2/9/2022,24
Anguilla,AIA,2/10/2022,21
Anguilla,AIA,2/11/2022,17
Anguilla,AIA,2/12/2022,20
Anguilla,AIA,2/13/2022,23
Anguilla,AIA,2/14/2022,25
Anguilla,AIA,2/15/2022,28
Anguilla,AIA,2/16/2022,30
Anguilla,AIA,2/17/2022,30
Anguilla,AIA,2/18/2022,30
Anguilla,AIA,2/19/2022,28
Anguilla,AIA,2/20/2022,25
Anguilla,AIA,2/21/2022,23
Anguilla,AIA,2/22/2022,20
Anguilla,AIA,2/23/2022,17
Anguilla,AIA,2/24/2022,21
Anguilla,AIA,2/25/2022,24
Anguilla,AIA,2/26/2022,27
Anguilla,AIA,2/27/2022,30
Anguilla,AIA,2/28/2022,32
Anguilla,AIA,3/1/2022,35
Anguilla,AIA,3/2/2022,37
Anguilla,AIA,3/3/2022,35
Anguilla,AIA,3/4/2022,32
Anguilla,AIA,3/5/2022,27
Anguilla,AIA,3/6/2022,22
Anguilla,AIA,3/7/2022,17
Anguilla,AIA,3/8/2022,11
Anguilla,AIA,3/9/2022,6
Anguilla,AIA,3/10/2022,5
Anguilla,AIA,3/11/2022,4
Anguilla,AIA,3/12/2022,8
Anguilla,AIA,3/13/2022,12
Anguilla,AIA,3/14/2022,15
Anguilla,AIA,3/15/2022,19
Anguilla,AIA,3/16/2022,22
Anguilla,AIA,3/17/2022,27
Anguilla,AIA,3/18/2022,31
Anguilla,AIA,3/19/2022,29
Anguilla,AIA,3/20/2022,27
Anguilla,AIA,3/21/2022,24
Anguilla,AIA,3/22/2022,22
Anguilla,AIA,3/23/2022,20
Antigua and Barbuda,ATG,1/1/2022,66
Antigua and Barbuda,ATG,1/2/2022,58
Antigua and Barbuda,ATG,1/3/2022,50
Antigua and Barbuda,ATG,1/4/2022,42
Antigua and Barbuda,ATG,1/5/2022,34
Antigua and Barbuda,ATG,1/6/2022,34
Antigua and Barbuda,ATG,1/7/2022,45
Antigua and Barbuda,ATG,1/8/2022,57
Antigua and Barbuda,ATG,1/9/2022,68
Antigua and Barbuda,ATG,1/10/2022,80
Antigua and Barbuda,ATG,1/11/2022,91
Antigua and Barbuda,ATG,1/12/2022,103
Antigua and Barbuda,ATG,1/13/2022,114
Antigua and Barbuda,ATG,1/14/2022,113
Antigua and Barbuda,ATG,1/15/2022,111
Antigua and Barbuda,ATG,1/16/2022,109
Antigua and Barbuda,ATG,1/17/2022,108
Antigua and Barbuda,ATG,1/18/2022,106
Antigua and Barbuda,ATG,1/19/2022,105
Antigua and Barbuda,ATG,1/20/2022,103
Antigua and Barbuda,ATG,1/21/2022,103
Antigua and Barbuda,ATG,1/22/2022,103
Antigua and Barbuda,ATG,1/23/2022,103
Antigua and Barbuda,ATG,1/24/2022,103
Antigua and Barbuda,ATG,1/25/2022,103
Antigua and Barbuda,ATG,1/26/2022,103
Antigua and Barbuda,ATG,1/27/2022,91
Antigua and Barbuda,ATG,1/28/2022,79
Antigua and Barbuda,ATG,1/29/2022,67
Antigua and Barbuda,ATG,1/30/2022,55
Antigua and Barbuda,ATG,1/31/2022,42
Antigua and Barbuda,ATG,2/1/2022,30
Antigua and Barbuda,ATG,2/2/2022,18
Antigua and Barbuda,ATG,2/3/2022,18
Antigua and Barbuda,ATG,2/4/2022,18
Antigua and Barbuda,ATG,2/5/2022,18
Antigua and Barbuda,ATG,2/6/2022,24
Antigua and Barbuda,ATG,2/7/2022,30
Antigua and Barbuda,ATG,2/8/2022,36
Antigua and Barbuda,ATG,2/9/2022,42
Antigua and Barbuda,ATG,2/10/2022,48
Antigua and Barbuda,ATG,2/11/2022,54
Antigua and Barbuda,ATG,2/12/2022,60
Antigua and Barbuda,ATG,2/13/2022,60
Antigua and Barbuda,ATG,2/14/2022,60
Antigua and Barbuda,ATG,2/15/2022,60
Antigua and Barbuda,ATG,2/16/2022,60
Antigua and Barbuda,ATG,2/17/2022,60
Antigua and Barbuda,ATG,2/18/2022,55
Antigua and Barbuda,ATG,2/19/2022,50
Antigua and Barbuda,ATG,2/20/2022,45
Antigua and Barbuda,ATG,2/21/2022,40
Antigua and Barbuda,ATG,2/22/2022,35
Antigua and Barbuda,ATG,2/23/2022,30
Antigua and Barbuda,ATG,2/24/2022,25
Antigua and Barbuda,ATG,2/25/2022,25
Antigua and Barbuda,ATG,2/26/2022,25
Antigua and Barbuda,ATG,2/27/2022,25
Antigua and Barbuda,ATG,2/28/2022,25
Antigua and Barbuda,ATG,3/1/2022,65
Antigua and Barbuda,ATG,3/2/2022,65
Antigua and Barbuda,ATG,3/3/2022,65
Antigua and Barbuda,ATG,3/4/2022,66
Antigua and Barbuda,ATG,3/5/2022,66
Antigua and Barbuda,ATG,3/6/2022,67
Antigua and Barbuda,ATG,3/7/2022,67
Antigua and Barbuda,ATG,3/8/2022,27
Antigua and Barbuda,ATG,3/9/2022,27
Antigua and Barbuda,ATG,3/10/2022,27
Antigua and Barbuda,ATG,3/11/2022,27
Antigua and Barbuda,ATG,3/12/2022,27
Antigua and Barbuda,ATG,3/13/2022,27
Antigua and Barbuda,ATG,3/14/2022,27
Argentina,ARG,1/1/2022,279576
Argentina,ARG,1/2/2022,286739
Argentina,ARG,1/3/2022,294872
Argentina,ARG,1/4/2022,298570
Argentina,ARG,1/5/2022,305126
Argentina,ARG,1/6/2022,322015
Argentina,ARG,1/7/2022,398063
Argentina,ARG,1/8/2022,435843
Argentina,ARG,1/9/2022,444403
Argentina,ARG,1/10/2022,447845
Argentina,ARG,1/11/2022,440762
Argentina,ARG,1/12/2022,434421
Argentina,ARG,1/13/2022,423011
Argentina,ARG,1/14/2022,401963
Argentina,ARG,1/15/2022,390153
Argentina,ARG,1/16/2022,385914
Argentina,ARG,1/17/2022,372657
Argentina,ARG,1/18/2022,359568
Argentina,ARG,1/19/2022,343568
Argentina,ARG,1/20/2022,332090
Argentina,ARG,1/21/2022,325269
Argentina,ARG,1/22/2022,323348
Argentina,ARG,1/23/2022,321168
Argentina,ARG,1/24/2022,313596
Argentina,ARG,1/25/2022,304897
Argentina,ARG,1/26/2022,298669
Argentina,ARG,1/27/2022,293932
Argentina,ARG,1/28/2022,290389
Argentina,ARG,1/29/2022,288053
Argentina,ARG,1/30/2022,284916
Argentina,ARG,1/31/2022,283489
Argentina,ARG,2/1/2022,282592
Argentina,ARG,2/2/2022,278585
Argentina,ARG,2/3/2022,268451
Argentina,ARG,2/4/2022,264837
Argentina,ARG,2/5/2022,261677
Argentina,ARG,2/6/2022,260953
Argentina,ARG,2/7/2022,250895
Argentina,ARG,2/8/2022,241159
Argentina,ARG,2/9/2022,239051
Argentina,ARG,2/10/2022,237333
Argentina,ARG,2/11/2022,225873
Argentina,ARG,2/12/2022,224198
Argentina,ARG,2/13/2022,222194
Argentina,ARG,2/14/2022,214180
Argentina,ARG,2/15/2022,206361
Argentina,ARG,2/16/2022,194332
Argentina,ARG,2/17/2022,186341
Argentina,ARG,2/18/2022,182657
Argentina,ARG,2/19/2022,177577
Argentina,ARG,2/20/2022,174241
Argentina,ARG,2/21/2022,170365
Argentina,ARG,2/22/2022,168446
Argentina,ARG,2/23/2022,166745
Argentina,ARG,2/24/2022,160926
Argentina,ARG,2/25/2022,159461
Argentina,ARG,2/26/2022,157362
Argentina,ARG,2/27/2022,154697
Argentina,ARG,2/28/2022,132316
Argentina,ARG,3/1/2022,109755
Argentina,ARG,3/2/2022,99793
Argentina,ARG,3/3/2022,93542
Argentina,ARG,3/4/2022,82228
Argentina,ARG,3/5/2022,80191
Argentina,ARG,3/6/2022,82999
Argentina,ARG,3/7/2022,98169
Argentina,ARG,3/8/2022,106571
Argentina,ARG,3/9/2022,104441
Argentina,ARG,3/10/2022,102912
Argentina,ARG,3/11/2022,103138
Argentina,ARG,3/12/2022,102867
Argentina,ARG,3/13/2022,99072
Argentina,ARG,3/14/2022,92258
Argentina,ARG,3/15/2022,94932
Argentina,ARG,3/16/2022,94193
Argentina,ARG,3/17/2022,93278
Argentina,ARG,3/18/2022,91723
Argentina,ARG,3/19/2022,93035
Argentina,ARG,3/20/2022,93404
Argentina,ARG,3/21/2022,94106
Argentina,ARG,3/22/2022,88549
Argentina,ARG,3/23/2022,72545
Armenia,ARM,1/1/2022,5739
Armenia,ARM,1/2/2022,4788
Armenia,ARM,1/3/2022,4803
Armenia,ARM,1/4/2022,4819
Armenia,ARM,1/5/2022,4834
Armenia,ARM,1/6/2022,4849
Armenia,ARM,1/7/2022,4864
Armenia,ARM,1/8/2022,4879
Armenia,ARM,1/9/2022,4895
Armenia,ARM,1/10/2022,5392
Armenia,ARM,1/11/2022,5889
Armenia,ARM,1/12/2022,6387
Armenia,ARM,1/13/2022,6884
Armenia,ARM,1/14/2022,7382
Armenia,ARM,1/15/2022,7879
Armenia,ARM,1/16/2022,8376
Armenia,ARM,1/17/2022,8376
Armenia,ARM,1/18/2022,8700
Armenia,ARM,1/19/2022,9024
Armenia,ARM,1/20/2022,9347
Armenia,ARM,1/21/2022,9671
Armenia,ARM,1/22/2022,9995
Armenia,ARM,1/23/2022,10318
Armenia,ARM,1/24/2022,10306
Armenia,ARM,1/25/2022,9970
Armenia,ARM,1/26/2022,9634
Armenia,ARM,1/27/2022,9298
Armenia,ARM,1/28/2022,8962
Armenia,ARM,1/29/2022,8626
Armenia,ARM,1/30/2022,8290
Armenia,ARM,1/31/2022,7966
Armenia,ARM,2/1/2022,7642
Armenia,ARM,2/2/2022,7317
Armenia,ARM,2/3/2022,6993
Armenia,ARM,2/4/2022,6669
Armenia,ARM,2/5/2022,6345
Armenia,ARM,2/6/2022,6020
Armenia,ARM,2/7/2022,6099
Armenia,ARM,2/8/2022,6178
Armenia,ARM,2/9/2022,6257
Armenia,ARM,2/10/2022,6336
Armenia,ARM,2/11/2022,6415
Armenia,ARM,2/12/2022,6494
Armenia,ARM,2/13/2022,6573
Armenia,ARM,2/14/2022,6069
Armenia,ARM,2/15/2022,5565
Armenia,ARM,2/16/2022,5062
Armenia,ARM,2/17/2022,4558
Armenia,ARM,2/18/2022,4054
Armenia,ARM,2/19/2022,3550
Armenia,ARM,2/20/2022,3047
Armenia,ARM,2/21/2022,3626
Armenia,ARM,2/22/2022,4206
Armenia,ARM,2/23/2022,4785
Armenia,ARM,2/24/2022,5365
Armenia,ARM,2/25/2022,5944
Armenia,ARM,2/26/2022,6524
Armenia,ARM,2/27/2022,7104
Aruba,ABW,1/1/2022,61
Aruba,ABW,1/2/2022,58
Aruba,ABW,1/3/2022,55
Aruba,ABW,1/4/2022,27
Aruba,ABW,1/5/2022,36
Aruba,ABW,1/6/2022,49
Aruba,ABW,1/7/2022,56
Aruba,ABW,1/8/2022,59
Aruba,ABW,1/9/2022,63
Aruba,ABW,1/10/2022,67
Aruba,ABW,1/11/2022,72
Aruba,ABW,1/12/2022,77
Aruba,ABW,1/13/2022,63
Aruba,ABW,1/14/2022,66
Aruba,ABW,1/15/2022,61
Aruba,ABW,1/16/2022,61
Aruba,ABW,1/17/2022,61
Aruba,ABW,1/18/2022,69
Aruba,ABW,1/19/2022,63
Aruba,ABW,1/20/2022,67
Aruba,ABW,1/21/2022,138
Aruba,ABW,1/22/2022,153
Aruba,ABW,1/23/2022,189
Aruba,ABW,1/24/2022,191
Aruba,ABW,1/25/2022,183
Aruba,ABW,1/26/2022,178
Aruba,ABW,1/27/2022,174
Aruba,ABW,1/28/2022,107
Aruba,ABW,1/29/2022,96
Aruba,ABW,1/30/2022,58
Aruba,ABW,1/31/2022,54
Aruba,ABW,2/1/2022,59
Aruba,ABW,2/2/2022,62
Aruba,ABW,2/3/2022,65
Aruba,ABW,2/4/2022,62
Aruba,ABW,2/5/2022,62
Aruba,ABW,2/6/2022,61
Aruba,ABW,2/7/2022,61
Aruba,ABW,2/8/2022,58
Aruba,ABW,2/9/2022,62
Aruba,ABW,2/10/2022,61
Aruba,ABW,2/11/2022,61
Aruba,ABW,2/12/2022,60
Aruba,ABW,2/13/2022,59
Aruba,ABW,2/14/2022,57
Aruba,ABW,2/15/2022,54
Aruba,ABW,2/16/2022,50
Aruba,ABW,2/17/2022,50
Aruba,ABW,2/18/2022,54
Aruba,ABW,2/19/2022,53
Aruba,ABW,2/20/2022,53
Aruba,ABW,2/21/2022,52
Aruba,ABW,2/22/2022,52
Aruba,ABW,2/23/2022,47
Aruba,ABW,2/24/2022,41
Aruba,ABW,2/25/2022,34
Aruba,ABW,2/26/2022,35
Aruba,ABW,2/27/2022,35
Aruba,ABW,2/28/2022,35
Aruba,ABW,3/1/2022,32
Aruba,ABW,3/2/2022,34
Aruba,ABW,3/3/2022,33
Aruba,ABW,3/4/2022,31
Aruba,ABW,3/5/2022,28
Aruba,ABW,3/6/2022,26
Aruba,ABW,3/7/2022,30
Aruba,ABW,3/8/2022,35
Aruba,ABW,3/9/2022,34
Aruba,ABW,3/10/2022,45
Aruba,ABW,3/11/2022,39
Aruba,ABW,3/12/2022,39
Aruba,ABW,3/13/2022,43
Aruba,ABW,3/14/2022,39
